Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode,Offerings,Market Tone,Price Comment,Comments
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,07/28/2023,28.0,31.0,,,MEXICO,BAJA DISTRICT,,,,,,,,,,N,,LIGHT.,STEADY.,,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons,JALAPENO,,,07/28/2023,22.0,24.0,,,GEORGIA,,med-lge,,,,FR QUAL,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons,JALAPENO,,,07/28/2023,32.0,34.0,,,GEORGIA,,med-lge,,,,,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons/crates,JALAPENO,,,07/28/2023,29.0,30.0,,,MEXICO,,exlge,,,,,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,07/28/2023,35.0,35.0,,,CALIFORNIA,,exlge,GREEN,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,07/28/2023,36.0,38.0,,,NEW JERSEY,,exlge,GREEN,,,,,FINEAPPEAR,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,07/28/2023,32.0,35.0,,,NEW JERSEY,,exlge,GREEN,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1/2 bushel cartons,JALAPENO,,,07/28/2023,21.0,22.0,,,,,lge,GREEN,,,,,,,,E,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,10 lb cartons,JALAPENO,,,07/28/2023,20.0,20.0,,,,,lge,,,,,,,,,L,,,ABOUT STEADY.,,
"PEPPERS, OTHER",PHILADELPHIA,,40 lb containers,JALAPENO,,,07/28/2023,32.0,35.0,,,MEXICO,,lge,GREEN,,,,,,,,N,,,"SERRANO LOWER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",ROTTERDAM,,2 kg cartons,JALAPENO,,,07/28/2023,15.98,17.08,,,NETHERLANDS,,exlge,GREEN,,,,,,,,N,,,,,
"PEPPERS, OTHER",ROTTERDAM,,2 kg cartons,JALAPENO,,,07/28/2023,14.88,14.88,,,NETHERLANDS,,exlge,RED,,,,,,,,N,,,,,
"PEPPERS, OTHER",SAN FRANCISCO,Organic,10 lb cartons,JALAPENO,,,07/28/2023,24.0,25.0,,,CALIFORNIA,,,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",SAN FRANCISCO,,30 lb cartons,JALAPENO,,,07/28/2023,43.0,45.0,44.0,44.0,MEXICO,,,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
"PEPPERS, OTHER",SAN FRANCISCO,,30 lb cartons,JALAPENO,,,07/28/2023,36.0,40.0,38.0,39.0,MEXICO,,,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,22.0,25.0,25.0,25.0,FLORIDA,,lge,,,,,,,,,N,,,ABOUT STEADY.,"few 26.50, few 31.00",
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,31.0,31.0,,,FLORIDA,,lge,RED,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,,,,,MEXICO,,lge,RED,,,,,,,,N,,,ABOUT STEADY.,supplies insufficient to quote,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,25.0,26.0,,,MEXICO,,lge,,,,,,,,,N,,,ABOUT STEADY.,occas 31.00,
"PEPPERS, OTHER",BALTIMORE,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,23.0,23.0,,,FLORIDA,,lge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,40 lb containers,JALAPENO,,,05/16/2023,25.0,25.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,40 lb containers,JALAPENO,,,05/16/2023,49.0,49.0,,,MEXICO,,exlge,RED,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",BOSTON,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,40.0,40.0,,,FLORIDA,,med-lge,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
"PEPPERS, OTHER",BOSTON,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,28.0,28.0,,,FLORIDA,,med-lge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",BOSTON,,1/2 bushel cartons,JALAPENO,,,05/16/2023,15.0,18.0,18.0,18.0,FLORIDA,,med-lge,,,,,,,,,N,,,STEADY.,occas higher & lower,
"PEPPERS, OTHER",CHICAGO,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,30.0,30.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,"MIXED MINI SWEETS LOWER, OTHERS STEADY.",,Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,05/16/2023,32.0,32.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,"MIXED MINI SWEETS LOWER, OTHERS STEADY.",(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,05/16/2023,30.0,32.0,,,MEXICO,,lge,GREEN,,,,,,,,N,,,"MIXED MINI SWEETS LOWER, OTHERS STEADY.",(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,05/16/2023,30.0,30.0,,,MEXICO,,med,GREEN,,,,,,,,N,,,"MIXED MINI SWEETS LOWER, OTHERS STEADY.",(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",COLUMBIA,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,27.0,27.0,,,FLORIDA,,exlge,,,,,,,,,N,,,STEADY.,few higher,
"PEPPERS, OTHER",COLUMBIA,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,27.0,27.0,,,MEXICO,,exlge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",COLUMBIA,,1/2 bushel cartons,JALAPENO,,,05/16/2023,15.0,16.5,,,,,exlge,,,,,,,,,L,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,24.5,28.5,25.5,26.5,FLORIDA,,med-lge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,29.5,35.5,31.5,33.5,MEXICO,,lge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,1/2 bushel cartons,JALAPENO,,,05/16/2023,13.0,14.0,,,MEXICO,,med,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,30 lb cartons,JALAPENO,,,05/16/2023,29.5,29.5,,,MEXICO,,lge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,1 1/9 bushel cartons,JALAPENO,RED,,05/16/2023,56.0,56.0,,,MEXICO,,med-lge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,18.0,20.0,,,MEXICO,,,,,,FR QUAL,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,22.0,24.0,,,MEXICO,,,,,,,,,,,N,,,STEADY.,few 26.00,
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,24.0,26.0,,,MEXICO,BAJA DISTRICT,,,,,,,,,,N,,,STEADY.,few 28.00,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,34.0,36.0,,,FLORIDA,,med-lge,,,,,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,36.0,38.0,,,MEXICO,,exlge,,,,,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,18.0,20.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,22.0,24.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons/crates,JALAPENO,,,05/16/2023,28.0,31.0,30.0,30.0,MEXICO,,lge,GREEN,,,,,,,,N,,,STEADY.,reusable plastic container,
"PEPPERS, OTHER",NEW YORK,,1/2 bushel cartons,JALAPENO,,,05/16/2023,22.0,23.0,,,,,lge,GREEN,,,,,,,,E,,,STEADY.,,
"PEPPERS, OTHER",NEW YORK,,10 lb cartons,JALAPENO,,,05/16/2023,18.0,18.0,,,,,lge,,,,,,,,,L,,,STEADY.,,
"PEPPERS, OTHER",PHILADELPHIA,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,26.0,26.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,"MEXICO JALAPENO HIGHER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",PHILADELPHIA,,1 1/9 bushel cartons,JALAPENO,,,05/16/2023,20.0,20.0,,,MEXICO,,med-lge,GREEN,,,,FR COND,,,,N,,,"MEXICO JALAPENO HIGHER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",PHILADELPHIA,,40 lb containers,JALAPENO,,,05/16/2023,28.0,30.0,,,MEXICO,,lge,GREEN,,,,,,,,N,,,"MEXICO JALAPENO HIGHER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",PHILADELPHIA,,40 lb containers,JALAPENO,,,05/16/2023,52.0,52.0,,,MEXICO,,lge,RED,,,,,,,,N,,,"MEXICO JALAPENO HIGHER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",SAN FRANCISCO,Organic,10 lb cartons,JALAPENO,,,05/16/2023,24.0,25.0,,,CALIFORNIA,,,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",SAN FRANCISCO,,30 lb cartons,JALAPENO,,,05/16/2023,45.0,45.0,,,MEXICO,,,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
"PEPPERS, OTHER",SAN FRANCISCO,,30 lb cartons,JALAPENO,,,05/16/2023,32.0,32.0,,,MEXICO,,,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER","TORONTO, ONT",,10 lb cartons,JALAPENO,,,05/16/2023,18.56,18.56,,,UNITED STATES,,,,Open Field,,,,,,,N,,,,,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,04/28/2023,22.0,23.0,,,FLORIDA,,lge,,,,,,,,,N,,,ABOUT STEADY.,few 27.00,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,04/28/2023,42.0,42.0,,,FLORIDA,,lge,RED,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,04/28/2023,31.0,34.5,31.0,31.0,MEXICO,,lge,,,,,,,,,N,,,ABOUT STEADY.,occas higher & lower,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,04/28/2023,,,,,MEXICO,,lge,RED,,,,,,,,N,,,ABOUT STEADY.,supplies insufficient to quote,
"PEPPERS, OTHER",BALTIMORE,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,28.0,28.0,,,FLORIDA,,exlge,,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,30.0,32.0,,,MEXICO,,exlge,,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,40 lb containers,JALAPENO,,,04/28/2023,28.0,28.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,40 lb containers,JALAPENO,,,04/28/2023,56.0,58.0,,,MEXICO,,exlge,RED,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BOSTON,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,40.0,40.0,,,FLORIDA,,med-lge,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
"PEPPERS, OTHER",BOSTON,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,32.0,34.0,,,FLORIDA,,med-lge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",BOSTON,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,34.0,34.0,,,MEXICO,,med-lge,,,,,,,,,N,,,STEADY.,occas lower,
"PEPPERS, OTHER",BOSTON,,1/2 bushel cartons,JALAPENO,,,04/28/2023,18.0,22.0,18.0,20.0,FLORIDA,,med-lge,,,,,,,,,N,,,STEADY.,occas higher & lower,
"PEPPERS, OTHER",CHICAGO,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,30.0,30.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,STEADY.,,Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,04/28/2023,32.0,32.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,STEADY.,(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,04/28/2023,30.0,32.0,,,MEXICO,,lge,GREEN,,,,,,,,N,,,STEADY.,(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,04/28/2023,30.0,30.0,,,MEXICO,,med,GREEN,,,,,,,,N,,,STEADY.,(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",COLUMBIA,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,34.0,36.0,,,FLORIDA,,exlge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",COLUMBIA,,1 1/9 bushel cartons/crates,JALAPENO,,,04/28/2023,27.0,27.0,,,MEXICO,,exlge,,,,,,,,,N,,,STEADY.,few higher,
"PEPPERS, OTHER",COLUMBIA,,1/2 bushel cartons,JALAPENO,,,04/28/2023,16.5,18.0,,,,,exlge,,,,,,,,,L,,,STEADY.,,
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,24.0,26.0,,,MEXICO,BAJA DISTRICT,,,,,,,,,,N,,,ABOUT STEADY.,few 28.00,
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,18.0,20.0,,,MEXICO,,,,,,FR QUAL,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",LOS ANGELES,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,22.0,24.0,,,MEXICO,,,,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,34.0,36.0,,,FLORIDA,,med-lge,,,,,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",MIAMI,,1 1/9 bushel cartons/crates,JALAPENO,,,04/28/2023,36.0,38.0,,,MEXICO,,exlge,,,,,,,,,N,,MODERATE.,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,24.0,26.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,ABOUT STEADY.,occas higher and lower,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,28.0,28.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1 1/9 bushel cartons,JALAPENO,,,04/28/2023,30.0,34.0,32.0,32.0,MEXICO,,exlge,GREEN,,,,,,,,N,,,ABOUT STEADY.,reusable plastic container,
"PEPPERS, OTHER",NEW YORK,,1/2 bushel cartons,JALAPENO,,,04/28/2023,14.0,16.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,1/2 bushel cartons,JALAPENO,,,04/28/2023,21.0,22.0,,,,,lge,GREEN,,,,,,,,E,,,ABOUT STEADY.,,
"PEPPERS, OTHER",NEW YORK,,10 lb cartons,JALAPENO,,,04/28/2023,,,,,,,lge,,,,,,,,,L,,,ABOUT STEADY.,no offerings,
"PEPPERS, OTHER",PHILADELPHIA,,25 lb containers,JALAPENO,,,04/28/2023,58.0,58.0,,,MEXICO,,lge,RED,,,,,,,,N,,,"MEXICO POBLANO LOWER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",PHILADELPHIA,,25 lb containers,JALAPENO,,,04/28/2023,30.0,32.0,,,MEXICO,,lge,GREEN,,,,,,,,N,,,"MEXICO POBLANO LOWER, OTHERS ABOUT STEADY.",,
"PEPPERS, OTHER",ROTTERDAM,,2 kg cartons,JALAPENO,,,04/28/2023,,,,,MOROCCO,,lge,GREEN,,,,,,,,N,,,,OFFERINGS INSUFFICIENT TO QUOTE.,
"PEPPERS, OTHER",ROTTERDAM,,2 kg cartons,JALAPENO,,,04/28/2023,,,,,MOROCCO,,lge,RED,,,,,,,,N,,,,OFFERINGS INSUFFICIENT TO QUOTE.,
"PEPPERS, OTHER",ROTTERDAM,,2 kg cartons,JALAPENO,,,04/28/2023,17.08,17.08,,,SPAIN,,lge,GREEN,,,,,,,,N,,,,,
"PEPPERS, OTHER",ROTTERDAM,,2 kg cartons,JALAPENO,,,04/28/2023,,,,,SPAIN,,lge,RED,,,,,,,,N,,,,OFFERINGS INSUFFICIENT TO QUOTE.,
"PEPPERS, OTHER",SAN FRANCISCO,Organic,10 lb cartons,JALAPENO,,,04/28/2023,24.0,25.0,,,CALIFORNIA,,,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",SAN FRANCISCO,,30 lb cartons,JALAPENO,,,04/28/2023,43.0,43.0,,,MEXICO,,,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,01/06/2023,26.0,31.0,,,FLORIDA,,lge,,,,,,,,,N,,,ABOUT STEADY.,few 28.00,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,01/06/2023,35.0,35.0,,,MEXICO,,lge,RED,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",ATLANTA,,1 1/9 bushel cartons/crates,JALAPENO,,,01/06/2023,31.0,35.0,,,MEXICO,,lge,,,,,,,,,N,,,ABOUT STEADY.,occas 36.50,
"PEPPERS, OTHER",BALTIMORE,,1 1/9 bushel cartons,JALAPENO,,,01/06/2023,36.0,38.0,36.0,37.0,FLORIDA,,exlge,,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,1 1/9 bushel cartons,JALAPENO,,,01/06/2023,36.0,36.0,,,MEXICO,,exlge,,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,25 lb containers,JALAPENO,,,01/06/2023,35.0,36.0,36.0,36.0,MEXICO,,exlge,GREEN,,,,,,,,N,,,ABOUT STEADY.,,
"PEPPERS, OTHER",BALTIMORE,,25 lb containers,JALAPENO,,,01/06/2023,,,,,MEXICO,,exlge,RED,,,,,,,,N,,,ABOUT STEADY.,no offerings,
"PEPPERS, OTHER",BOSTON,,1/2 bushel cartons,JALAPENO,,,01/06/2023,20.0,22.0,,,MEXICO,,lge,,,,,,,,,N,,,STEADY.,occas lower,
"PEPPERS, OTHER",BOSTON,,bushel cartons,JALAPENO,,,01/06/2023,26.0,28.0,,,MEXICO,,lge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",CHICAGO,,1 1/9 bushel cartons,JALAPENO,,,01/06/2023,28.0,28.0,,,FLORIDA,,lge,GREEN,,,,,,,,N,,,STEADY.,,Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,1 1/9 bushel cartons,JALAPENO,,,01/06/2023,28.0,28.0,,,GEORGIA,,lge,GREEN,,,,,,,,N,,,STEADY.,,Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,01/06/2023,35.0,36.0,,,MEXICO,,exlge,GREEN,,,,,,,,N,,,STEADY.,(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,01/06/2023,32.0,34.0,,,MEXICO,,lge,GREEN,,,,,,,,N,,,STEADY.,(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",CHICAGO,,crates,JALAPENO,,,01/06/2023,30.0,32.0,,,MEXICO,,med,GREEN,,,,,,,,N,,,STEADY.,(35 LB),Wide range in quality and condition.
"PEPPERS, OTHER",COLUMBIA,,1 1/9 bushel cartons,JALAPENO,,,01/06/2023,34.0,35.0,,,FLORIDA,,exlge,,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",COLUMBIA,,1 1/9 bushel cartons/crates,JALAPENO,,,01/06/2023,34.0,35.0,,,MEXICO,,exlge,,,,,,,,,N,,,STEADY.,few lower,
"PEPPERS, OTHER",COLUMBIA,,1/2 bushel cartons,JALAPENO,,,01/06/2023,18.0,20.0,,,,,exlge,,,,,,,,,L,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,1/2 bushel cartons,JALAPENO,,,01/06/2023,16.0,18.0,17.0,17.0,MEXICO,,med,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,40 lb containers,JALAPENO,,,01/06/2023,36.5,37.5,,,MEXICO,,lge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,bushel cartons,JALAPENO,,,01/06/2023,34.0,36.0,35.0,35.0,FLORIDA,,med-lge,GREEN,,,,,,,,N,,,STEADY.,,
"PEPPERS, OTHER",DETROIT,,bushel cartons,JALAPENO,,,01/06/2023,35.0,36.5,36.0,36.0,MEXICO,,med-lge,GREEN,,,,,,,,N,,,STEADY.,,
