restaurantId,itemId,unitPrice,unitDeliveryPrice,array_index,restaurantNumber,addresses.0.administrativeArea,addresses.0.latitude,addresses.0.longitude,Closest_City,City Name,price_per_pound_Cilantro,price_per_pound_Jalapeno,price_per_pound_Lemons,price_per_pound_Limes,price_per_pound_Onions,price_per_pound_Avocados
1500,CMG-1025,5.3,6.9,4,1500,CA,34.047573,-118.256658,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
2241,CMG-1025,5.7,7.4,4,2241,CA,33.876523,-118.217833,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
3854,CMG-1025,5.6,7.3,4,3854,CA,33.9781,-118.04924,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
3995,CMG-1025,5.7,7.4,4,3995,CA,34.50723,-117.39591,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
1288,CMG-1025,5.6,7.3,4,1288,CA,33.991125,-117.924697,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
829,CMG-1025,5.3,6.9,4,829,CA,34.027892,-117.833865,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
229,CMG-1025,5.3,6.9,4,229,CA,33.687593,-117.954502,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
1465,CMG-1025,5.6,7.3,4,1465,CA,33.976619,-117.552862,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
805,CMG-1025,5.3,6.9,4,805,CA,33.698363,-117.885057,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
487,CMG-1025,5.6,7.3,4,487,CA,33.902633,-117.561865,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
3782,CMG-1025,5.3,6.9,4,3782,CA,33.668884,-117.764664,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
2955,CMG-1025,5.3,6.9,4,2955,CA,33.807429,-117.22663,Los Angeles,Los Angeles,0.5111111111111111,1.6861196319018406,1.4965986394557826,1.5860035211267607,0.585,1.22044069
479,CMG-1025,5.6,7.3,4,479,CA,33.181823,-117.331311,San Diego,San Diego,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,1.248854684
2034,CMG-1025,5.3,6.9,4,2034,CA,33.01985,-117.11079,San Diego,San Diego,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,1.248854684
3994,CMG-1025,5.3,6.9,4,3994,UT,37.653579,-113.08464,Las Vegas,Las Vegas,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,0.981438839
2259,CMG-1025,5.4,7.0,4,2259,ID,43.612686,-116.203084,Boise,Boise,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.231747726
4587,CMG-1025,5.3,6.9,4,4587,OR,45.402986,-122.794573,Portland,Portland,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.260558551
2700,CMG-1025,5.3,6.9,4,2700,OR,45.53322,-122.935485,Portland,Portland,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.260558551
4150,CMG-1025,5.3,6.9,4,4150,WA,45.672456,-122.525802,Portland,Portland,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.260558551
3971,CMG-1025,5.4,7.0,4,3971,UT,40.508655,-112.00013,Boise,Boise,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.231747726
1104,CMG-1025,5.4,7.0,4,1104,UT,40.562517,-111.890484,Boise,Boise,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.231747726
953,CMG-1025,5.3,6.9,4,953,UT,40.89078,-111.89262,Boise,Boise,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.231747726
1768,CMG-1025,5.4,7.0,4,1768,AZ,33.665923,-112.203393,Phoenix,Phoenix,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,0.983847798
2573,CMG-1025,5.3,6.9,4,2573,WA,46.221254,-119.223125,Spokane,Spokane,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.132676902
658,CMG-1025,5.4,7.0,4,658,AZ,33.377942,-111.807652,Phoenix,Phoenix,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,0.983847798
2595,CMG-1025,5.3,6.9,4,2595,WA,47.05788,-122.765236,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
4408,CMG-1025,5.3,6.9,4,4408,WA,47.103696,-119.250021,Spokane,Spokane,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.132676902
2228,CMG-1025,5.3,6.9,4,2228,WA,47.62032,-122.33817,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
2935,CMG-1025,5.3,6.9,4,2935,WA,47.72185,-122.29419,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
3043,CMG-1025,5.4,7.0,4,3043,AZ,32.163879,-110.98956,Tucson,Tucson,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,0.983847798
3166,CMG-1025,5.3,6.9,4,3166,WA,48.151763,-122.191354,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
3802,CMG-1025,5.3,6.9,4,3802,WA,47.745933,-117.4044,Spokane,Spokane,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.132676902
2263,CMG-1025,5.6,7.3,4,2263,WA,48.452875,-122.335635,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
3091,CMG-1025,5.4,7.0,4,3091,NM,36.767412,-108.147771,Denver,Denver,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,1.233993456
4321,CMG-1025,5.9,7.15,4,4321,BC,49.17859,-123.12133,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
4040,CMG-1025,5.9,7.15,4,4040,BC,49.320259,-123.072858,Seattle,Seattle,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.31763792
1923,CMG-1025,5.4,7.0,4,1923,TX,31.729105,-106.303345,Tucson,Tucson,0.5111111111111111,1.6861196319018406,1.4965986394557824,1.5860035211267607,0.585,0.983847798
4684,CMG-1025,5.9,7.15,4,4684,AB,51.080964,-113.995152,Spokane,Spokane,0.8166666666666667,1.8333333333333335,1.6765873015873016,5.8875,0.6775,1.132676902
673,CMG-1025,5.2,6.75,4,673,NE,40.739298,-96.679507,Wichita,Wichita,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.900909396
3548,CMG-1025,5.4,7.0,4,3548,TX,33.017289,-97.30217,Ft. Worth,Ft. Worth,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
4170,CMG-1025,5.3,6.9,4,4170,ND,46.834232,-96.820473,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
1788,CMG-1025,5.4,7.0,4,1788,TX,32.595463,-97.148099,Ft. Worth,Ft. Worth,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
344,CMG-1025,5.4,7.0,4,344,TX,33.000531,-96.962609,Dallas,Dallas,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
2784,CMG-1025,5.4,7.0,4,2784,TX,31.130868,-97.798133,Ft. Worth,Ft. Worth,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
1071,CMG-1025,5.4,7.0,4,1071,TX,29.548573,-98.665047,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
3121,CMG-1025,5.3,6.9,4,3121,OK,36.012662,-95.886717,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
1195,CMG-1025,5.4,7.0,4,1195,TX,33.682577,-96.60891,Dallas,Dallas,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
1616,CMG-1025,5.3,6.9,4,1616,TX,32.999127,-96.796695,Dallas,Dallas,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
314,CMG-1025,5.4,7.0,4,314,TX,32.907832,-96.769701,Dallas,Dallas,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
3322,CMG-1025,5.4,7.0,4,3322,TX,32.65023,-96.865662,Dallas,Dallas,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
3984,CMG-1025,5.4,7.0,4,3984,TX,30.586461,-97.857104,Ft. Worth,Ft. Worth,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
3967,CMG-1025,5.4,7.0,4,3967,TX,29.478982,-98.363771,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
1723,CMG-1025,5.4,7.0,4,1723,TX,30.247644,-97.775468,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
3194,CMG-1025,5.2,6.75,4,3194,KS,38.869691,-94.663224,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
16,CMG-1025,5.3,6.9,4,16,MO,39.057066,-94.605593,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
736,CMG-1025,5.4,7.0,4,736,MO,39.247708,-94.465917,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
1382,CMG-1025,5.4,7.0,4,1382,MO,39.025883,-94.248295,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
2112,CMG-1025,5.3,6.9,4,2112,MO,37.084878,-94.47663,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
1162,CMG-1025,5.3,6.9,4,1162,IA,41.597726,-93.750277,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
28,CMG-1025,5.3,6.9,4,28,MN,45.55133,-94.206193,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
1792,CMG-1025,4.9,6.35,4,1792,MN,45.558689,-94.156541,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
2458,CMG-1025,5.6,7.3,4,2458,AR,36.112765,-94.145347,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
925,CMG-1025,5.3,6.9,4,925,MN,45.30128,-93.555077,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
338,CMG-1025,5.4,7.0,4,338,MN,44.859244,-93.442869,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
514,CMG-1025,5.4,7.0,4,514,MN,45.094135,-93.383211,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
1090,CMG-1025,5.2,6.75,4,1090,MO,37.209743,-93.275599,Buffalo,Buffalo,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.117610902
2249,CMG-1025,5.4,7.0,4,2249,TX,32.542182,-94.73356,Dallas,Dallas,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.793608363
2437,CMG-1025,5.4,7.0,4,2437,MN,44.832866,-92.957598,Peoria,Peoria,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.968416869
653,CMG-1025,5.2,6.75,4,653,MN,45.035646,-92.837415,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
2140,CMG-1025,5.4,7.0,4,2140,TX,29.768398,-95.624098,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
3624,CMG-1025,5.3,6.9,4,3624,TX,29.677716,-95.642902,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
3447,CMG-1025,5.4,7.0,4,3447,TX,30.118431,-95.379662,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
3339,CMG-1025,5.4,7.0,4,3339,MO,38.960855,-92.370592,St. Louis,St. Louis,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.948753964
3002,CMG-1025,5.4,7.0,4,3002,TX,29.643375,-95.575545,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
347,CMG-1025,5.4,7.0,4,347,TX,29.760162,-95.362591,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
1582,CMG-1025,5.4,7.0,4,1582,TX,29.55642,-95.386371,Houston,Houston,0.37638888888888883,0.046093749999999926,1.243622448979592,0.6809367203447493,0.025137499999999962,0.860476463
3938,CMG-1025,5.4,7.0,4,3938,AR,35.82391,-90.679382,St. Louis,St. Louis,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.948753964
4367,CMG-1025,5.3,6.9,4,4367,IL,39.833996,-89.605478,Springfield,Springfield,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.456260814
4289,CMG-1025,5.3,6.9,4,4289,IL,41.853017,-88.339451,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
1148,CMG-1025,5.2,6.75,4,1148,IL,42.226642,-88.294975,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
208,CMG-1025,5.3,6.9,4,208,IL,42.025247,-88.143711,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
4191,CMG-1025,5.3,6.9,4,4191,IL,41.939191,-88.114053,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
441,CMG-1025,5.4,7.0,4,441,WI,42.986069,-87.947816,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
3281,CMG-1025,5.4,7.0,4,3281,IL,41.512455,-87.951034,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
313,CMG-1025,5.4,7.0,4,313,WI,43.04847,-87.90424,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
2658,CMG-1025,5.3,6.9,4,2658,IL,41.632041,-87.931793,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
89,CMG-1025,5.3,6.9,4,89,IL,42.0115,-87.762874,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
2556,CMG-1025,5.2,6.75,4,2556,IL,41.691864,-87.740233,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
3367,CMG-1025,5.8,7.55,4,3367,IL,41.872392,-87.677268,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
1740,CMG-1025,5.2,6.75,4,1740,IL,41.932846,-87.668178,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
3481,CMG-1025,5.0,6.5,4,3481,IL,41.925684,-87.649527,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
655,CMG-1025,5.3,6.9,4,655,IL,41.881215,-87.635085,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
4559,CMG-1025,5.3,6.9,4,4559,LA,30.437375,-90.084405,New Orleans,New Orleans,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,0.790897704
3204,CMG-1025,5.7,7.4,4,3204,LA,29.92614,-90.08307,New Orleans,New Orleans,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,0.790897704
2937,CMG-1025,5.4,7.0,4,2937,LA,30.270316,-89.760007,New Orleans,New Orleans,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,0.790897704
2770,CMG-1025,5.3,6.9,4,2770,IN,39.714638,-86.356385,Indianapolis,Indianapolis,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.022049072
4029,CMG-1025,5.3,6.9,4,4029,IN,41.722552,-85.976624,Chicago,Chicago,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,0.98297671
4421,CMG-1025,5.5,7.15,4,4421,TN,36.19139,-86.2954,Nashville,Nashville,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.040272159
2205,CMG-1025,5.3,6.9,4,2205,AL,30.675227,-88.143698,Mobile,Mobile,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,0.790897704
3099,CMG-1025,5.2,6.75,4,3099,MI,43.58492,-84.768104,Grand Rapids,Grand Rapids,0.7111111111111111,1.6392966695880806,1.4199006956249312,1.1533088235294118,0.7770833333333333,1.279888129
3786,CMG-1025,5.4,7.0,4,3786,OH,41.304614,-84.36127,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
331,CMG-1025,5.2,6.75,4,331,OH,39.628827,-84.189247,Dayton,Dayton,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,0.99560043
3710,CMG-1025,5.4,7.0,4,3710,AL,33.608118,-85.786597,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
3846,CMG-1025,5.6,7.3,4,3846,TN,35.125707,-85.240269,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
878,CMG-1025,5.2,6.75,4,878,OH,41.373966,-83.624628,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
3350,CMG-1025,5.0,6.5,4,3350,OH,41.636178,-83.478503,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
791,CMG-1025,5.2,6.75,4,791,MI,42.530744,-83.198054,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
2638,CMG-1025,5.4,7.0,4,2638,MI,42.514302,-83.047697,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
3345,CMG-1025,5.3,6.9,4,3345,MI,42.670187,-82.995803,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
1422,CMG-1025,5.3,6.9,4,1422,OH,40.580848,-83.083062,Columbus,Columbus,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.075108141
3045,CMG-1025,5.3,6.9,4,3045,MI,42.674083,-82.829662,Detroit,Detroit,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.093556754
2063,CMG-1025,5.3,6.9,4,2063,TN,35.915232,-84.089842,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
27,CMG-1025,5.2,6.75,4,27,OH,39.952049,-82.998464,Columbus,Columbus,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.075108141
301,CMG-1025,5.3,6.9,4,301,OH,40.055933,-82.866233,Columbus,Columbus,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.075108141
595,CMG-1025,5.3,6.9,4,595,OH,39.94068,-82.79108,Columbus,Columbus,0.6319444444444444,1.926374281819067,1.1836145681635415,2.23125,1.0604166666666668,1.075108141
1464,CMG-1025,5.4,7.0,4,1464,GA,33.980164,-84.424608,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
2873,CMG-1025,5.3,6.9,4,2873,GA,32.480404,-84.943902,Montgomery,Montgomery,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.061054827
3284,CMG-1025,5.4,7.0,4,3284,GA,33.783862,-84.383951,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
2125,CMG-1025,5.2,6.75,4,2125,GA,33.7753,-84.298718,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
1652,CMG-1025,5.4,7.0,4,1652,GA,33.980139,-84.21714,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
2586,CMG-1025,5.3,6.9,4,2586,TN,35.830733,-83.572926,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
379,CMG-1025,5.4,7.0,4,379,GA,33.955267,-84.131162,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
2607,CMG-1025,5.4,7.0,4,2607,GA,34.303285,-83.858625,Atlanta,Atlanta,0.37638888888888883,2.9004163014899214,1.243622448979592,1.54375,0.56,1.136143801
